date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:55:22	21931/21931	---MCZ	200	added ('OK')	text/html	etag:W/%2263381ece-55ab%22	https://htmldemo.net/safzon/team.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/team.html	(from )
09:55:23	400/400	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202024%2002:55:11%20GMT	https://htmldemo.net/robots.txt		(from )
09:55:23	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2263381f42-47e%22	https://htmldemo.net/safzon/assets/images/favicon.ico	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/favicon.ico	(from https://htmldemo.net/safzon/team.html)
09:55:24	325918/325918	---MCZ	200	added ('OK')	text/css	etag:W/%2263381ed6-4f91e%22	https://htmldemo.net/safzon/assets/css/plugins.css	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/css/plugins.css	(from https://htmldemo.net/safzon/team.html)
09:55:26	83270/83270	---MCZ	200	added ('OK')	text/css	etag:W/%2263381ed5-14546%22	https://htmldemo.net/safzon/assets/css/style.css	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/css/style.css	(from https://htmldemo.net/safzon/team.html)
09:55:26	46258/46258	---MCZ	200	added ('OK')	text/html	etag:W/%2263381ec0-b4b2%22	https://htmldemo.net/safzon/index.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/index.html	(from https://htmldemo.net/safzon/team.html)
09:55:27	2224/2224	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:14%20GMT	https://htmldemo.net/safzon/assets/images/logo/logo.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/logo/logo.png	(from https://htmldemo.net/safzon/team.html)
09:55:27	45067/45067	---MCZ	200	added ('OK')	text/html	etag:W/%2263381eb5-b00b%22	https://htmldemo.net/safzon/boxed-layout.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/boxed-layout.html	(from https://htmldemo.net/safzon/team.html)
09:55:27	22477/22477	---MCZ	200	added ('OK')	text/html	etag:W/%2263381ecb-57cd%22	https://htmldemo.net/safzon/about.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/about.html	(from https://htmldemo.net/safzon/team.html)
09:55:28	19401/19401	---MCZ	200	added ('OK')	text/html	etag:W/%2263381ec8-4bc9%22	https://htmldemo.net/safzon/service.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/service.html	(from https://htmldemo.net/safzon/team.html)
09:55:28	22337/22337	---MCZ	200	added ('OK')	text/html	etag:W/%2263381ec8-5741%22	https://htmldemo.net/safzon/service-details.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/service-details.html	(from https://htmldemo.net/safzon/team.html)
09:55:29	21699/21699	---MCZ	200	added ('OK')	text/html	etag:W/%2263381eb8-54c3%22	https://htmldemo.net/safzon/gallery.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/gallery.html	(from https://htmldemo.net/safzon/team.html)
09:55:30	22284/22284	---MCZ	200	added ('OK')	text/html	etag:W/%2263381ece-570c%22	https://htmldemo.net/safzon/blog.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/blog.html	(from https://htmldemo.net/safzon/team.html)
09:55:30	28566/28566	---MCZ	200	added ('OK')	text/html	etag:W/%2263381eb5-6f96%22	https://htmldemo.net/safzon/blog-details.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/blog-details.html	(from https://htmldemo.net/safzon/team.html)
09:55:30	17802/17802	---MCZ	200	added ('OK')	text/html	etag:W/%2263381ebd-458a%22	https://htmldemo.net/safzon/contact-us.html	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/contact-us.html	(from https://htmldemo.net/safzon/team.html)
09:55:31	51624/51624	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:18%20GMT	https://htmldemo.net/safzon/assets/images/bg/breadcrumb-bg.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/bg/breadcrumb-bg.jpg	(from https://htmldemo.net/safzon/team.html)
09:55:31	34268/34268	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:19%20GMT	https://htmldemo.net/safzon/assets/images/team/team-01.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/team/team-01.jpg	(from https://htmldemo.net/safzon/team.html)
09:55:32	28149/28149	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:19%20GMT	https://htmldemo.net/safzon/assets/images/team/team-02.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/team/team-02.jpg	(from https://htmldemo.net/safzon/team.html)
09:55:32	36258/36258	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:20%20GMT	https://htmldemo.net/safzon/assets/images/team/team-04.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/team/team-04.jpg	(from https://htmldemo.net/safzon/team.html)
09:55:33	30733/30733	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:20%20GMT	https://htmldemo.net/safzon/assets/images/team/team-05.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/team/team-05.jpg	(from https://htmldemo.net/safzon/team.html)
09:55:34	30704/30704	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:21%20GMT	https://htmldemo.net/safzon/assets/images/team/team-06.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/team/team-06.jpg	(from https://htmldemo.net/safzon/team.html)
09:55:34	32737/32737	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:22%20GMT	https://htmldemo.net/safzon/assets/images/team/team-03.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/team/team-03.jpg	(from https://htmldemo.net/safzon/team.html)
09:55:35	18564/18564	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263381f45-4884%22	https://htmldemo.net/safzon/assets/js/main.js	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/js/main.js	(from https://htmldemo.net/safzon/team.html)
09:55:35	403181/403181	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263381f4f-626ed%22	https://htmldemo.net/safzon/assets/js/plugins.js	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/js/plugins.js	(from https://htmldemo.net/safzon/team.html)
09:55:36	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2263381ef7-12d68%22	https://htmldemo.net/safzon/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:37	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263381ee1-2876e%22	https://htmldemo.net/safzon/assets/fonts/fontawesome-webfont.eot?	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:37	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263381ee1-2876e%22	https://htmldemo.net/safzon/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/fontawesome-webfont3e6e.eot	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:38	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2263381eed-17ee8%22	https://htmldemo.net/safzon/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/fontawesome-webfont3e6e.woff	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:39	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2263381ef2-286ac%22	https://htmldemo.net/safzon/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:39	38384/38384	---M--	200	added ('OK')	font/woff2	etag:%2263381f20-95f0%22	https://htmldemo.net/safzon/assets/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:39	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263381ee1-6d24a%22	https://htmldemo.net/safzon/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/fontawesome-webfont3e6e.svg	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:40	50312/50312	---M--	200	added ('OK')	font/woff	etag:%2263381f19-c488%22	https://htmldemo.net/safzon/assets/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:41	99212/99212	---M--	200	added ('OK')	application/octet-stream	etag:%2263381f0f-1838c%22	https://htmldemo.net/safzon/assets/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://htmldemo.net/safzon/assets/css/plugins.css)
09:55:41	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2014%20Mar%202024%2002:55:29%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/FrontendAdmin/Frontend%202/www.googletagmanager.com/gtm.215445.delayed	(from https://htmldemo.net/safzon/index.html)
09:55:41	244516/244516	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:28%20GMT	https://htmldemo.net/safzon/assets/images/bg/bg-01.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/bg/bg-01.png	(from https://htmldemo.net/safzon/assets/css/style.css)
09:55:42	105142/105142	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:29%20GMT	https://htmldemo.net/safzon/assets/images/hero/hero-1.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/hero/hero-1.jpg	(from https://htmldemo.net/safzon/index.html)
09:55:43	105142/105142	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:30%20GMT	https://htmldemo.net/safzon/assets/images/hero/hero-2.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/hero/hero-2.jpg	(from https://htmldemo.net/safzon/index.html)
09:55:44	3268/3268	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:31%20GMT	https://htmldemo.net/safzon/assets/images/icon/service-01.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/icon/service-01.png	(from https://htmldemo.net/safzon/index.html)
09:55:44	4235/4235	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:32%20GMT	https://htmldemo.net/safzon/assets/images/icon/service-02.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/icon/service-02.png	(from https://htmldemo.net/safzon/index.html)
09:55:45	2992/2992	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:32%20GMT	https://htmldemo.net/safzon/assets/images/icon/service-03.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/icon/service-03.png	(from https://htmldemo.net/safzon/index.html)
09:55:45	3954/3954	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:33%20GMT	https://htmldemo.net/safzon/assets/images/icon/service-04.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/icon/service-04.png	(from https://htmldemo.net/safzon/index.html)
09:55:46	19924/19924	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:34%20GMT	https://htmldemo.net/safzon/assets/images/serviece/service-01.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/serviece/service-01.jpg	(from https://htmldemo.net/safzon/index.html)
09:55:47	90667/90667	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:34%20GMT	https://htmldemo.net/safzon/assets/images/about/about-01.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/about/about-01.png	(from https://htmldemo.net/safzon/index.html)
09:55:47	19296/19296	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:35%20GMT	https://htmldemo.net/safzon/assets/images/serviece/service-02.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/serviece/service-02.jpg	(from https://htmldemo.net/safzon/index.html)
09:55:47	20175/20175	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2002:55:35%20GMT	https://htmldemo.net/safzon/assets/images/serviece/service-03.jpg	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/serviece/service-03.jpg	(from https://htmldemo.net/safzon/index.html)
09:55:48	2369/2369	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:36%20GMT	https://htmldemo.net/safzon/assets/images/icon/c-01.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/icon/c-01.png	(from https://htmldemo.net/safzon/index.html)
09:55:49	2795/2795	---MC-	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2002:55:36%20GMT	https://htmldemo.net/safzon/assets/images/icon/c-02.png	D:/FrontendAdmin/Frontend%202/htmldemo.net/safzon/assets/images/icon/c-02.png	(from https://htmldemo.net/safzon/index.html)
